entry_id,page,folio,length,wc-m,wordcount,% marginal,continued,categories,url,heading_tl
074r_1,147,74,177,192,31,0,0,metal process,https://edition640.makingandknowing.org/#/folios/74r/f/74r/tl,For bronzing white
074r_2,147,74,352,388,62,0,0,painting,https://edition640.makingandknowing.org/#/folios/74r/f/74r/tl,For making vermilion
074r_3,147,74,1139,1271,209,0,25.28533802,varnish,https://edition640.makingandknowing.org/#/folios/74r/f/74r/tl,For making varnish
074v_1,148,74,168,203,29,0,0,varnish,https://edition640.makingandknowing.org/#/folios/74v/f/74v/tl,For making red varnish
074v_2,148,74,559,618,95,0,0,varnish,https://edition640.makingandknowing.org/#/folios/74v/f/74v/tl,For making yellow varnish
074v_3,148,74,279,288,49,0,0,wax process,https://edition640.makingandknowing.org/#/folios/74v/f/74v/tl,Recipe for white gum
074v_4,148,74,102,117,20,0,0,wax process,https://edition640.makingandknowing.org/#/folios/74v/f/74v/tl,Green gum
075r_1,149,75,96,110,16,0,0,wax process,https://edition640.makingandknowing.org/#/folios/75r/f/75r/tl,Red gum
075r_2,149,75,265,292,50,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/75r/f/75r/tl,Bronze of copper
075r_3,149,75,422,482,74,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/75r/f/75r/tl,Bronze like tin
075r_4,149,75,193,200,36,0,0,corrosives,https://edition640.makingandknowing.org/#/folios/75r/f/75r/tl,For making aquafortis
075r_5,149,75,236,249,44,0,0,painting,https://edition640.makingandknowing.org/#/folios/75r/f/75r/tl,Or moulu
075v_1,150,75,325,369,62,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/75v/f/75v/tl,For making gray wood
075v_2,150,75,656,713,120,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/75v/f/75v/tl,For gilding on wood
075v_3,150,75,236,269,43,0,0,metal process,https://edition640.makingandknowing.org/#/folios/75v/f/75v/tl,For gilding with or moleu
075v_4,150,75,543,623,101,0,47.88213628,wood and its coloring,https://edition640.makingandknowing.org/#/folios/75v/f/75v/tl,Recipe for putting all woods in color
076r_1,151,76,354,375,65,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/76r/f/76r/tl,For making wood green
076r_2,151,76,175,193,32,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/76r/f/76r/tl,For making wood red
076r_3,151,76,197,212,38,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/76r/f/76r/tl,For making it blue
076r_4,151,76,149,154,26,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/76r/f/76r/tl,For making it violet 
076r_5,151,76,161,173,28,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/76r/f/76r/tl,For making it yellow
076v_1,152,76,512,542,93,0,0,metal process,https://edition640.makingandknowing.org/#/folios/76v/f/76v/tl,For making very beautiful color of gold & of little expense
076v_2,152,76,228,243,41,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/76v/f/76v/tl,For making black goumiche
076v_3,152,76,137,149,26,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/76v/f/76v/tl,For the white 
076v_4,152,76,412,433,77,0,0,metal process,https://edition640.makingandknowing.org/#/folios/76v/f/76v/tl,For gilding on iron or tin
077r_1,153,77,129,134,23,0,0,medicine,https://edition640.makingandknowing.org/#/folios/77r/f/77r/tl,Against redness of the face
077r_2,153,77,347,375,61,0,0,medicine,https://edition640.makingandknowing.org/#/folios/77r/f/77r/tl, Medicine of the orientals against all maladies
077r_3,153,77,297,321,56,0,0,casting,https://edition640.makingandknowing.org/#/folios/77r/f/77r/tl,Fatty earth
077r_4,153,77,986,1074,176,0,67.24137931,varnish,https://edition640.makingandknowing.org/#/folios/77r/f/77r/tl,Recipe for making bronze and varnish of many sorts
077v_1,154,77,366,392,69,0,0,varnish,https://edition640.makingandknowing.org/#/folios/77v/f/77v/tl,Another approved varnish
077v_2,154,77,306,335,52,0,0,varnish,https://edition640.makingandknowing.org/#/folios/77v/f/77v/tl,Another varnish
077v_3,154,77,224,244,43,0,62.5,varnish,https://edition640.makingandknowing.org/#/folios/77v/f/77v/tl,Another varnish
078r_1,155,78,477,509,90,0,0,varnish,https://edition640.makingandknowing.org/#/folios/78r/f/78r/tl,Another varnish
078r_2,155,78,242,274,44,0,0,varnish,https://edition640.makingandknowing.org/#/folios/78r/f/78r/tl,For making red varnish
078r_3,155,78,276,294,55,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/78r/f/78r/tl,For making trwood green
078v_1,156,78,392,423,73,0,0,metal process,https://edition640.makingandknowing.org/#/folios/78v/f/78v/tl,For making bronze in the color of steel
078v_2,156,78,293,305,56,0,0,varnish,https://edition640.makingandknowing.org/#/folios/78v/f/78v/tl,For making bronze in the color of gold
078v_3,156,78,162,167,31,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/78v/f/78v/tl,For making bone or horn green
078v_4,156,78,558,594,104,0,57.70609319,metal process,https://edition640.makingandknowing.org/#/folios/78v/f/78v/tl,For making bronze
079r_1,157,79,167,194,35,0,0,wood and its coloring,https://edition640.makingandknowing.org/#/folios/79r/f/79r/tl,For making wood gray
079r_2,157,79,484,521,89,0,0,medicine,https://edition640.makingandknowing.org/#/folios/79r/f/79r/tl,For making water for disease of the eyes
079r_3,157,79,608,658,110,0,48.84868421,metal process,https://edition640.makingandknowing.org/#/folios/79r/f/79r/tl,For making bronze in the color of gold
079v_1,158,79,235,252,38,0,0,varnish,https://edition640.makingandknowing.org/#/folios/79v/f/79v/tl,For making varnish
079v_2,158,79,181,193,32,0,0,medicine,https://edition640.makingandknowing.org/#/folios/79v/f/79v/tl,Antidote against the fumes of metals
079v_3,158,79,226,255,41,21.23893805,0,casting,https://edition640.makingandknowing.org/#/folios/79v/f/79v/tl,Tin for casting
079v_4,158,79,464,478,87,0,0,printing,https://edition640.makingandknowing.org/#/folios/79v/f/79v/tl,Mixture for printers
080r_1,159,80,302,323,55,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/80r/f/80r/tl,Petard
080r_2,159,80,83,92,13,0,0,stones,https://edition640.makingandknowing.org/#/folios/80r/f/80r/tl,Very hard white stucco
080r_3,159,80,1003,1077,183,0,0,tool,https://edition640.makingandknowing.org/#/folios/80r/f/80r/tl,Fountains
080v_1,160,80,2160,2407,377,14.53703704,0,casting,https://edition640.makingandknowing.org/#/folios/80v/f/80v/tl,Founders of small works of tin
081r_1,161,81,781,856,146,22.66325224,0,casting,https://edition640.makingandknowing.org/#/folios/81r/f/81r/tl,Sand
081r_2,161,81,621,650,123,0,0,casting,https://edition640.makingandknowing.org/#/folios/81r/f/81r/tl,Earth for molding
081r_3,161,81,468,492,90,0,0,casting,https://edition640.makingandknowing.org/#/folios/81r/f/81r/tl,Plaster
081r_4,161,81,392,402,73,0,0,casting,https://edition640.makingandknowing.org/#/folios/81r/f/81r/tl,Carton
081v_1,162,81,197,216,34,0,0,casting,https://edition640.makingandknowing.org/#/folios/81v/f/81v/tl,Sand
081v_2,162,81,325,335,62,0,0,casting,https://edition640.makingandknowing.org/#/folios/81v/f/81v/tl,Making copper and latten run
081v_3,162,81,330,370,60,0,0,casting,https://edition640.makingandknowing.org/#/folios/81v/f/81v/tl,Sand
081v_4,162,81,713,740,138,0,0,casting,https://edition640.makingandknowing.org/#/folios/81v/f/81v/tl,Frame casting
082r_1,163,82,93,97,18,0,0,casting,https://edition640.makingandknowing.org/#/folios/82r/f/82r/tl, Heat of copper
082r_2,163,82,206,206,39,0,0,casting,https://edition640.makingandknowing.org/#/folios/82r/f/82r/tl,Frame
082r_3,163,82,83,96,14,0,0,casting,https://edition640.makingandknowing.org/#/folios/82r/f/82r/tl,Glair of eggs
082r_4,163,82,1103,1188,192,0,0,tool,https://edition640.makingandknowing.org/#/folios/82r/f/82r/tl,Clockmakers
082v_1,164,82,208,229,31,0,0,tool,https://edition640.makingandknowing.org/#/folios/82v/f/82v/tl,Clockmakers
082v_2,164,82,343,381,68,45.18950437,0,casting,https://edition640.makingandknowing.org/#/folios/82v/f/82v/tl,Casting lead in lead
082v_3,164,82,60,72,12,0,0,casting,https://edition640.makingandknowing.org/#/folios/82v/f/82v/tl,Sand
082v_4,164,82,1656,1752,302,23.91304348,0,casting,https://edition640.makingandknowing.org/#/folios/82v/f/82v/tl,Method of casting in bronze
083r_1,165,83,280,311,50,45.71428571,0,casting,https://edition640.makingandknowing.org/#/folios/83r/f/83r/tl,Sand  for lead
083r_2,165,83,529,563,97,22.4952741,0,casting,https://edition640.makingandknowing.org/#/folios/83r/f/83r/tl,Sand for copper medals
083r_3,165,83,246,258,41,0,0,casting,https://edition640.makingandknowing.org/#/folios/83r/f/83r/tl,Another sand
083r_4,165,83,231,244,39,0,0,casting,https://edition640.makingandknowing.org/#/folios/83r/f/83r/tl,Another for lead
083r_5,165,83,366,397,66,41.53005464,0,casting,https://edition640.makingandknowing.org/#/folios/83r/f/83r/tl,Another
083r_6,165,83,652,686,117,0,0,casting,https://edition640.makingandknowing.org/#/folios/83r/f/83r/tl,Excellent sand
083v_1,166,83,298,318,53,0,0,casting,https://edition640.makingandknowing.org/#/folios/83v/f/83v/tl,A way for molding excellently with water
083v_2,166,83,1607,1740,300,0,0,casting,https://edition640.makingandknowing.org/#/folios/83v/f/83v/tl,  Molding in relief on one part and hollow on the other
083v_3,166,83,538,596,101,98.14126394,0,tool,https://edition640.makingandknowing.org/#/folios/83v/f/83v/tl,Bellows
084r_1,167,84,157,160,29,0,0,casting,https://edition640.makingandknowing.org/#/folios/84r/f/84r/tl,Impromptu mask
084r_3,167,84,272,277,46,0,0,casting,https://edition640.makingandknowing.org/#/folios/84r/f/84r/tl,Sand from a mine in Thoulouse
084r_4,167,84,54,63,10,0,0,casting,https://edition640.makingandknowing.org/#/folios/84r/f/84r/tl,Eau magistra
084r_5,167,84,1649,1778,312,10.24863554,48.99939357,casting,https://edition640.makingandknowing.org/#/folios/84r/f/84r/tl,Flour
084v_1,168,84,807,869,148,14.86988848,0,casting,https://edition640.makingandknowing.org/#/folios/84v/f/84v/tl,Sand
084v_2,168,84,353,387,62,6.798866856,0,casting,https://edition640.makingandknowing.org/#/folios/84v/f/84v/tl,Eau magistra
084v_3,168,84,97,116,20,0,0,casting,https://edition640.makingandknowing.org/#/folios/84v/f/84v/tl,Lead
084v_4,168,84,2667,2929,480,19.87251594,86.57667792,casting,https://edition640.makingandknowing.org/#/folios/84v/f/84v/tl,"Sand for lead, the most excellent of all, for high and low reliefs"
085r_1,169,85,229,234,43,0,0,varnish,https://edition640.makingandknowing.org/#/folios/85r/f/85r/tl,Green varnish for medals of copper
085r_2,169,85,110,121,19,0,0,household and daily life,https://edition640.makingandknowing.org/#/folios/85r/f/85r/tl,Glue
085v_1,170,85,445,457,80,0,0,casting,https://edition640.makingandknowing.org/#/folios/85v/f/85v/tl,Founder
085v_2,170,85,512,544,92,0,0,tool,https://edition640.makingandknowing.org/#/folios/85v/f/85v/tl,Mortars
085v_3,170,85,360,391,69,0,0,casting,https://edition640.makingandknowing.org/#/folios/85v/f/85v/tl,Sand from the mine
085v_4,170,85,4062,4475,737,10.01969473,78.2127031,casting,https://edition640.makingandknowing.org/#/folios/85v/f/85v/tl,Experimented sands
086v_1,172,86,2856,3038,515,0,53.7464986,casting,https://edition640.makingandknowing.org/#/folios/86v/f/86v/tl,"Excellent sand for lead, tin, and copper"
087r_1,173,87,349,367,66,0,0,casting,https://edition640.makingandknowing.org/#/folios/87r/f/87r/tl,Sand from Thoulouse
087v_1,174,87,394,432,69,45.43147208,0,casting,https://edition640.makingandknowing.org/#/folios/87v/f/87v/tl,"Sand, slate, and burned earth"
087v_2,174,87,186,194,35,0,0,casting,https://edition640.makingandknowing.org/#/folios/87v/f/87v/tl,Magistra
087v_3,174,87,1993,2186,358,18.11339689,0,casting,https://edition640.makingandknowing.org/#/folios/87v/f/87v/tl,Sand of the mine of Thoulouse
088r_1,175,88,209,228,40,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/88r/f/88r/tl,Osier
088r_2,175,88,239,256,45,0,0,tool,https://edition640.makingandknowing.org/#/folios/88r/f/88r/tl,Mortars
088r_3,175,88,290,310,53,0,0,varnish,https://edition640.makingandknowing.org/#/folios/88r/f/88r/tl,Varnish
088r_4,175,88,151,168,28,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/88r/f/88r/tl,Grafting
088r_5,175,88,318,322,56,0,0,household and daily life,https://edition640.makingandknowing.org/#/folios/88r/f/88r/tl,Baker
088r_6,175,88,50,55,9,0,0,casting,https://edition640.makingandknowing.org/#/folios/88r/f/88r/tl,Looking-glass tin
088v_1,176,88,693,765,129,0,0,casting,https://edition640.makingandknowing.org/#/folios/88v/f/88v/tl,Sand from pulverized rock salt and sand from the mine finely ground on marble 
088v_2,176,88,1529,1607,280,10.52975801,0,casting,https://edition640.makingandknowing.org/#/folios/88v/f/88v/tl,Mineral sand
089r_1,177,89,990,1084,185,0,0,casting,https://edition640.makingandknowing.org/#/folios/89r/f/89r/tl,Sand of burnt ox bones and rock salt
089r_2,177,89,156,172,27,0,0,casting,https://edition640.makingandknowing.org/#/folios/89r/f/89r/tl,Reheating or drying a molded frame
089r_3,177,89,109,116,21,0,0,casting,https://edition640.makingandknowing.org/#/folios/89r/f/89r/tl,Natural sand
089v_1,178,89,1751,1871,310,17.53283838,0,casting,https://edition640.makingandknowing.org/#/folios/89v/f/89v/tl,Sal ammoniac and alabaster
089v_2,178,89,1052,1152,196,0,0,casting,https://edition640.makingandknowing.org/#/folios/89v/f/89v/tl,"Glassmakers’ white sand from the mine, mixed with sal ammoniac"
090r_1,179,90,497,531,95,0,0,casting,https://edition640.makingandknowing.org/#/folios/90r/f/90r/tl,Sal ammoniac and iron dross
090r_2,179,90,137,153,23,0,0,casting,https://edition640.makingandknowing.org/#/folios/90r/f/90r/tl,Sand
090r_3,179,90,1910,2020,339,0,35.4973822,casting,https://edition640.makingandknowing.org/#/folios/90r/f/90r/tl,That any sand can be rendered good
090v_1,180,90,223,241,38,0,0,casting,https://edition640.makingandknowing.org/#/folios/90v/f/90v/tl,Terre fondue of potters
090v_2,180,90,985,1049,171,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/90v/f/90v/tl,Orange trees
091r_1,181,91,1054,1119,198,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/91r/f/91r/tl,Grafting
091r_2,181,91,3169,3369,577,4.291574629,55.28557905,casting,https://edition640.makingandknowing.org/#/folios/91r/f/91r/tl,Molding with cuttlefish bone
092r_1,183,92,254,286,46,0,0,casting,https://edition640.makingandknowing.org/#/folios/92r/f/92r/tl,Sand Mixture easy to melt
092r_2,183,92,1201,1279,224,0,0,casting,https://edition640.makingandknowing.org/#/folios/92r/f/92r/tl,Molding hollow on one side and in relief on the other
092r_3,183,92,165,175,29,0,0,metal process,https://edition640.makingandknowing.org/#/folios/92r/f/92r/tl,Potin
092r_4,183,92,111,119,19,0,0,casting,https://edition640.makingandknowing.org/#/folios/92r/f/92r/tl,Molding statues
092v_1,184,92,171,184,28,0,0,casting,https://edition640.makingandknowing.org/#/folios/92v/f/92v/tl,Sand from river tellins and mussels
092v_2,184,92,947,1030,178,0,0,metal process,https://edition640.makingandknowing.org/#/folios/92v/f/92v/tl,Congealing mercury
092v_3,184,92,242,273,39,0,0,metal process,https://edition640.makingandknowing.org/#/folios/92v/f/92v/tl,Mixture
093r_1,185,93,143,155,28,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/93r/f/93r/tl,Olives
093r_2,185,93,213,231,38,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/93r/f/93r/tl,Observation from rustics
093r_3,185,93,699,740,131,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/93r/f/93r/tl,Grafts
093r_4,185,93,126,141,25,0,0,casting,https://edition640.makingandknowing.org/#/folios/93r/f/93r/tl,Sand
093r_5,185,93,257,268,41,0,0,casting,https://edition640.makingandknowing.org/#/folios/93r/f/93r/tl,Sand
093v_1,186,93,1007,1079,180,0,0,painting,https://edition640.makingandknowing.org/#/folios/93v/f/93v/tl,Face in distemper
093v_2,186,93,717,775,125,0,0,painting,https://edition640.makingandknowing.org/#/folios/93v/f/93v/tl,Azure
093v_3,186,93,299,334,57,0,0,painting,https://edition640.makingandknowing.org/#/folios/93v/f/93v/tl,Violet and lake
094r_1,187,94,11133,12308,2115,0.269469146,76.55618432,arms and armor,https://edition640.makingandknowing.org/#/folios/94r/f/94r/tl,Furbisher
096v_1,192,96,1071,1146,208,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/96v/f/96v/tl,Grey guards
096v_2,192,96,838,901,146,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/96v/f/96v/tl,Color of water
096v_3,192,96,321,353,60,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/96v/f/96v/tl,Yellow varnish
097r_1,193,97,104,118,21,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/97r/f/97r/tl,Black varnish
097r_2,193,97,1315,1408,246,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/97r/f/97r/tl,Gilding
097r_3,193,97,667,725,120,0,0,arms and armor,https://edition640.makingandknowing.org/#/folios/97r/f/97r/tl,Gilding with silver
097v_1,194,97,2686,2878,486,30.23082651,0,varnish,https://edition640.makingandknowing.org/#/folios/97v/f/97v/tl,Mastic varnish dry in a half hour
097v_2,194,97,189,217,32,0,0,painting,https://edition640.makingandknowing.org/#/folios/97v/f/97v/tl,Working on glass
098r_1,195,98,307,313,54,0,0,varnish,https://edition640.makingandknowing.org/#/folios/98r/f/98r/tl,Varnish for lutes
098r_2,195,98,431,459,84,0,0,varnish,https://edition640.makingandknowing.org/#/folios/98r/f/98r/tl,Borders of a garden
098r_3,195,98,1418,1502,247,0,0,varnish,https://edition640.makingandknowing.org/#/folios/98r/f/98r/tl,Locksmith
098v_1,196,98,125,136,22,0,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/98v/f/98v/tl,Small dogs
098v_2,196,98,403,431,71,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/98v/f/98v/tl,Salted artichokes
098v_3,196,98,70,77,12,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/98v/f/98v/tl,Trees
098v_4,196,98,356,392,68,0,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/98v/f/98v/tl,Birds
098v_5,196,98,2427,2647,466,24.51586321,77.83271529,casting,https://edition640.makingandknowing.org/#/folios/98v/f/98v/tl,Founding
099r_3,197,99,227,241,39,0,0,casting,https://edition640.makingandknowing.org/#/folios/99r/f/99r/tl,Bell handles
099v_1,198,99,110,116,18,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/99v/f/99v/tl,Quince trees
099v_2,198,99,839,904,162,30.98927294,0,arms and armor,https://edition640.makingandknowing.org/#/folios/99v/f/99v/tl,Cannons
099v_3,198,99,66,71,13,0,0,casting,https://edition640.makingandknowing.org/#/folios/99v/f/99v/tl,Bells
099v_4,198,99,289,308,47,0,0,painting,https://edition640.makingandknowing.org/#/folios/99v/f/99v/tl,Gilding your moldings for panels without gold
099v_5,198,99,120,126,21,0,0,painting,https://edition640.makingandknowing.org/#/folios/99v/f/99v/tl,Orange from orpiment
099v_6,198,99,284,292,50,0,0,varnish,https://edition640.makingandknowing.org/#/folios/99v/f/99v/tl,Varnish
100r_1,199,100,519,562,99,0,0,painting,https://edition640.makingandknowing.org/#/folios/100r/f/100r/tl,Gold color
100r_2,199,100,127,134,21,0,0,painting,https://edition640.makingandknowing.org/#/folios/100r/f/100r/tl,Portraying from nature
100r_3,199,100,274,297,50,16.05839416,0,stones,https://edition640.makingandknowing.org/#/folios/100r/f/100r/tl,Gemstones
100r_4,199,100,364,384,67,0,0,stones,https://edition640.makingandknowing.org/#/folios/100r/f/100r/tl,Vitrified saltpeter
100r_5,199,100,492,534,89,17.68292683,0,glass process,https://edition640.makingandknowing.org/#/folios/100r/f/100r/tl,Windows that the sun will not pass
100v_1,200,100,1519,1644,286,24.16063199,0,stones,https://edition640.makingandknowing.org/#/folios/100v/f/100v/tl,Gemstones
100v_2,200,100,1495,1667,265,22.40802676,62.94314381,stones,https://edition640.makingandknowing.org/#/folios/100v/f/100v/tl,For ruby take gold leaf
101r_1,201,101,852,915,153,12.79342723,0,stones,https://edition640.makingandknowing.org/#/folios/101r/f/101r/tl,Topaz
101r_2,201,101,780,827,141,5,25.8974359,metal process,https://edition640.makingandknowing.org/#/folios/101r/f/101r/tl,Salt for melting
101v_1,202,101,251,303,48,31.87250996,0,stones,https://edition640.makingandknowing.org/#/folios/101v/f/101v/tl,Jacinth
101v_2,202,101,566,629,103,0,0,stones,https://edition640.makingandknowing.org/#/folios/101v/f/101v/tl,Topaz
101v_3,202,101,152,167,26,0,0,varnish,https://edition640.makingandknowing.org/#/folios/101v/f/101v/tl,Varnish
101v_4,202,101,181,190,33,0,0,painting,https://edition640.makingandknowing.org/#/folios/101v/f/101v/tl,Gum ammoniac
102r_1,203,102,259,293,52,0,0,metal process,https://edition640.makingandknowing.org/#/folios/102r/f/102r/tl,Provisions for the work of Colchis
102r_2,203,102,287,307,57,0,0,metal process,https://edition640.makingandknowing.org/#/folios/102r/f/102r/tl,For the furnace
102r_3,203,102,88,96,15,0,0,metal process,https://edition640.makingandknowing.org/#/folios/102r/f/102r/tl,Ciment royal
102r_4,203,102,325,364,57,0,0,glass process,https://edition640.makingandknowing.org/#/folios/102r/f/102r/tl,Glass vessels
102v_1,204,102,578,614,109,0,0,painting,https://edition640.makingandknowing.org/#/folios/102v/f/102v/tl,Painting on crystal or glass
102v_2,204,102,680,729,125,0,0,medicine,https://edition640.makingandknowing.org/#/folios/102v/f/102v/tl,Infusion of anthos or rosemary
102v_3,204,102,457,505,81,0,0,casting,https://edition640.makingandknowing.org/#/folios/102v/f/102v/tl,Cast
103r_1,205,103,1425,1530,251,0,0,medicine,https://edition640.makingandknowing.org/#/folios/103r/f/103r/tl,"Against burns, excellent"
103r_2,205,103,309,343,56,0,0,medicine,https://edition640.makingandknowing.org/#/folios/103r/f/103r/tl,Against dogs’ mange
103v_1,206,103,257,280,48,0,0,medicine,https://edition640.makingandknowing.org/#/folios/103v/f/103v/tl,Enema
103v_2,206,103,269,302,48,0,0,casting,https://edition640.makingandknowing.org/#/folios/103v/f/103v/tl,Cast
103v_3,206,103,253,264,50,0,0,painting,https://edition640.makingandknowing.org/#/folios/103v/f/103v/tl,For making colors run
103v_4,206,103,180,205,33,0,0,medicine,https://edition640.makingandknowing.org/#/folios/103v/f/103v/tl,Earwax
103v_5,206,103,228,248,41,0,0,painting,https://edition640.makingandknowing.org/#/folios/103v/f/103v/tl,Enamels
104r_1,207,104,229,263,45,0,0,metal process,https://edition640.makingandknowing.org/#/folios/104r/f/104r/tl,For eating away and dissolving entirely pure gold
104r_2,207,104,481,494,96,0,0,metal process,https://edition640.makingandknowing.org/#/folios/104r/f/104r/tl,For engraving on iron
104r_3,207,104,154,166,27,0,0,painting,https://edition640.makingandknowing.org/#/folios/104r/f/104r/tl,Good mixture to color gold
104r_4,207,104,284,314,52,0,0,metal process,https://edition640.makingandknowing.org/#/folios/104r/f/104r/tl,For gilding with silver on copper and latten
104r_5,207,104,311,321,55,0,0,painting,https://edition640.makingandknowing.org/#/folios/104r/f/104r/tl,Enameling a cornaline
104v_1,208,104,265,290,47,0,0,medicine,https://edition640.makingandknowing.org/#/folios/104v/f/104v/tl,Against dogs’ mange
104v_2,208,104,666,691,128,0,0,casting,https://edition640.makingandknowing.org/#/folios/104v/f/104v/tl,For casting
104v_3,208,104,151,171,24,0,0,metal process,https://edition640.makingandknowing.org/#/folios/104v/f/104v/tl,Goldsmith
104v_4,208,104,336,378,55,0,0,household and daily life,https://edition640.makingandknowing.org/#/folios/104v/f/104v/tl,Spinet playing by itself
105r_1,209,105,244,271,46,0,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/105r/f/105r/tl,Turtles
105r_2,209,105,107,117,19,0,0,painting,https://edition640.makingandknowing.org/#/folios/105r/f/105r/tl,Drying colors
105r_3,209,105,186,210,30,0,0,painting,https://edition640.makingandknowing.org/#/folios/105r/f/105r/tl,Painter
105r_4,209,105,2300,2549,421,0,42.2173913,cultivation,https://edition640.makingandknowing.org/#/folios/105r/f/105r/tl,Gardening
105v_1,210,105,179,196,32,0,0,cultivation,https://edition640.makingandknowing.org/#/folios/105v/f/105v/tl,Nightingale
105v_2,210,105,196,216,32,0,0,tool,https://edition640.makingandknowing.org/#/folios/105v/f/105v/tl,Nightingale
105v_3,210,105,902,968,169,16.18625277,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/105v/f/105v/tl,Gardening
105v_4,210,105,501,942,96,97.60479042,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/105v/f/105v/tl,Fountain maker
105v_5,210,105,387,868,72,97.15762274,0,animal husbandry,https://edition640.makingandknowing.org/#/folios/105v/f/105v/tl,Catching nightingales  See the 15th folio after this
106r_1,211,106,261,275,50,0,0,casting,https://edition640.makingandknowing.org/#/folios/106r/f/106r/tl,For casting
106r_2,211,106,1954,2139,358,6.141248721,0,casting,https://edition640.makingandknowing.org/#/folios/106r/f/106r/tl,Making gold run for casting
106v_1,212,106,566,613,101,0,0,casting,https://edition640.makingandknowing.org/#/folios/106v/f/106v/tl,Casting in gold
106v_2,212,106,3206,3804,590,62.38303182,22.20835933,casting,https://edition640.makingandknowing.org/#/folios/106v/f/106v/tl,Plaster
106v_3,212,106,490,663,86,17.55102041,0,casting,https://edition640.makingandknowing.org/#/folios/106v/f/106v/tl,Tiles
107r_1,213,107,5925,6431,1067,15.51054852,65.70464135,casting,https://edition640.makingandknowing.org/#/folios/107r/f/107r/tl,Catching lizards and snakes
108r_2,215,108,3385,3660,623,20.64992614,84.10635155,casting,https://edition640.makingandknowing.org/#/folios/108r/f/108r/tl,Spalt
109r_1,217,109,293,321,60,0,0,casting,https://edition640.makingandknowing.org/#/folios/109r/f/109r/tl,Modeling in wax
109r_2,217,109,465,492,86,0.64516129,0,casting,https://edition640.makingandknowing.org/#/folios/109r/f/109r/tl,Wax for molding -
109r_3,217,109,427,485,77,38.64168618,0,casting,https://edition640.makingandknowing.org/#/folios/109r/f/109r/tl,Molding wax
109r_4,217,109,254,277,48,0,0,casting,https://edition640.makingandknowing.org/#/folios/109r/f/109r/tl,Bellows of the forge
109r_5,217,109,1384,1468,261,0,65.96820809,casting,https://edition640.makingandknowing.org/#/folios/109r/f/109r/tl,Snakes for molding
109v_1,218,109,808,910,154,49.62871287,0,casting,https://edition640.makingandknowing.org/#/folios/109v/f/109v/tl,Toad
109v_2,218,109,699,747,125,30.04291845,0,casting,https://edition640.makingandknowing.org/#/folios/109v/f/109v/tl,Killing snakes for molding
110r_1,219,110,170,182,32,0,0,casting,https://edition640.makingandknowing.org/#/folios/110r/f/110r/tl,Molding
110r_2,219,110,414,420,70,0,0,decorative,https://edition640.makingandknowing.org/#/folios/110r/f/110r/tl,Rock & grotto
110r_3,219,110,1753,1942,331,13.23445522,12.4358243,casting,https://edition640.makingandknowing.org/#/folios/110r/f/110r/tl,Snakes
110v_1,220,110,461,524,81,0,0,casting,https://edition640.makingandknowing.org/#/folios/110v/f/110v/tl,Molds
110v_2,220,110,668,720,124,46.70658683,0,casting,https://edition640.makingandknowing.org/#/folios/110v/f/110v/tl,Wheat oil
110v_3,220,110,873,991,167,15.00572738,0,casting,https://edition640.makingandknowing.org/#/folios/110v/f/110v/tl,Cast of lead and tin
111r_1,221,111,404,419,65,0,0,casting,https://edition640.makingandknowing.org/#/folios/111r/f/111r/tl,Reheating molds
